;Unnamed: 0;data dostawy;indeks;kurs (PLN/MWh lub PLN/toe);wolumen (MWh lub toe);ukey
358;358;2016-05-10;TGEoze;-;-;2016-05-10/TGEoze
359;359;2016-05-10;TGEozea;101.92;125505.12;2016-05-10/TGEozea
360;360;2016-05-12;TGEbg;-;-;2016-05-12/TGEbg
361;361;2016-05-12;TGEef;-;-;2016-05-12/TGEef
362;362;2016-05-12;TGEkec15;10.81;21263.02;2016-05-12/TGEkec15
363;363;2016-05-12;TGEkec16;10.60;23500.00;2016-05-12/TGEkec16
364;364;2016-05-12;TGEkgm15;119.88;21133.26;2016-05-12/TGEkgm15
365;365;2016-05-12;TGEkgm16;120.08;1270.08;2016-05-12/TGEkgm16
366;366;2016-05-12;TGEkmet15;-;-;2016-05-12/TGEkmet15
367;367;2016-05-12;TGEkmet16;61.20;50.00;2016-05-12/TGEkmet16
368;368;2016-05-12;TGEoze;-;-;2016-05-12/TGEoze
369;369;2016-05-12;TGEozea;99.02;83325.32;2016-05-12/TGEozea
370;370;2016-05-17;TGEbg;-;-;2016-05-17/TGEbg
371;371;2016-05-17;TGEef;-;-;2016-05-17/TGEef
372;372;2016-05-17;TGEkec15;10.81;61000.00;2016-05-17/TGEkec15
373;373;2016-05-17;TGEkec16;10.60;19000.00;2016-05-17/TGEkec16
374;374;2016-05-17;TGEkgm15;119.86;23214.53;2016-05-17/TGEkgm15
375;375;2016-05-17;TGEkgm16;120.13;11867.07;2016-05-17/TGEkgm16
376;376;2016-05-17;TGEkmet15;63.00;12.24;2016-05-17/TGEkmet15
377;377;2016-05-17;TGEkmet16;-;-;2016-05-17/TGEkmet16
378;378;2016-05-17;TGEoze;-;-;2016-05-17/TGEoze
379;379;2016-05-17;TGEozea;95.50;82993.81;2016-05-17/TGEozea
380;380;2016-05-19;TGEbg;-;-;2016-05-19/TGEbg
381;381;2016-05-19;TGEef;980.43;352.11;2016-05-19/TGEef
382;382;2016-05-19;TGEkec15;10.81;103705.15;2016-05-19/TGEkec15
383;383;2016-05-19;TGEkec16;10.60;11432.47;2016-05-19/TGEkec16
384;384;2016-05-19;TGEkgm15;119.60;32383.66;2016-05-19/TGEkgm15
385;385;2016-05-19;TGEkgm16;120.25;4384.64;2016-05-19/TGEkgm16
386;386;2016-05-19;TGEkmet15;-;-;2016-05-19/TGEkmet15
387;387;2016-05-19;TGEkmet16;-;-;2016-05-19/TGEkmet16
388;388;2016-05-19;TGEoze;-;-;2016-05-19/TGEoze
389;389;2016-05-19;TGEozea;88.93;69197.34;2016-05-19/TGEozea
390;390;2016-05-24;TGEbg;-;-;2016-05-24/TGEbg
391;391;2016-05-24;TGEef;990.00;161.69;2016-05-24/TGEef
392;392;2016-05-24;TGEkec15;10.81;109818.19;2016-05-24/TGEkec15
393;393;2016-05-24;TGEkec16;10.60;30500.00;2016-05-24/TGEkec16
394;394;2016-05-24;TGEkgm15;119.57;39092.60;2016-05-24/TGEkgm15
395;395;2016-05-24;TGEkgm16;119.76;8558.91;2016-05-24/TGEkgm16
396;396;2016-05-24;TGEkmet15;63.00;0.26;2016-05-24/TGEkmet15
397;397;2016-05-24;TGEkmet16;-;-;2016-05-24/TGEkmet16
398;398;2016-05-24;TGEoze;-;-;2016-05-24/TGEoze
399;399;2016-05-24;TGEozea;85.62;96720.99;2016-05-24/TGEozea
400;400;2016-05-31;TGEbg;-;-;2016-05-31/TGEbg
401;401;2016-05-31;TGEef;-;-;2016-05-31/TGEef
402;402;2016-05-31;TGEkec15;10.87;64999.98;2016-05-31/TGEkec15
403;403;2016-05-31;TGEkec16;10.60;6000.00;2016-05-31/TGEkec16
404;404;2016-05-31;TGEkgm15;120.10;510.15;2016-05-31/TGEkgm15
405;405;2016-05-31;TGEkgm16;119.32;6345.72;2016-05-31/TGEkgm16
406;406;2016-05-31;TGEkmet15;63.00;1020.09;2016-05-31/TGEkmet15
407;407;2016-05-31;TGEkmet16;-;-;2016-05-31/TGEkmet16
408;408;2016-05-31;TGEoze;-;-;2016-05-31/TGEoze
409;409;2016-05-31;TGEozea;73.33;83051.10;2016-05-31/TGEozea
410;410;2016-06-02;TGEbg;-;-;2016-06-02/TGEbg
411;411;2016-06-02;TGEef;-;-;2016-06-02/TGEef
412;412;2016-06-02;TGEkec15;-;-;2016-06-02/TGEkec15
413;413;2016-06-02;TGEkec16;10.63;8000.00;2016-06-02/TGEkec16
414;414;2016-06-02;TGEkgm15;120.30;539.68;2016-06-02/TGEkgm15
415;415;2016-06-02;TGEkgm16;119.52;10220.00;2016-06-02/TGEkgm16
416;416;2016-06-02;TGEkmet15;-;-;2016-06-02/TGEkmet15
417;417;2016-06-02;TGEkmet16;61.50;1700.00;2016-06-02/TGEkmet16
418;418;2016-06-02;TGEoze;-;-;2016-06-02/TGEoze
419;419;2016-06-02;TGEozea;69.70;125539.15;2016-06-02/TGEozea
420;420;2016-06-07;TGEbg;-;-;2016-06-07/TGEbg
421;421;2016-06-07;TGEef;995.00;13.03;2016-06-07/TGEef
422;422;2016-06-07;TGEkec15;10.80;1884.68;2016-06-07/TGEkec15
423;423;2016-06-07;TGEkec16;10.64;4426.81;2016-06-07/TGEkec16
424;424;2016-06-07;TGEkgm15;121.07;201.71;2016-06-07/TGEkgm15
425;425;2016-06-07;TGEkgm16;120.21;8535.86;2016-06-07/TGEkgm16
426;426;2016-06-07;TGEkmet15;-;-;2016-06-07/TGEkmet15
427;427;2016-06-07;TGEkmet16;61.15;1351.02;2016-06-07/TGEkmet16
428;428;2016-06-07;TGEoze;-;-;2016-06-07/TGEoze
429;429;2016-06-07;TGEozea;77.79;132183.39;2016-06-07/TGEozea
430;430;2016-06-09;TGEbg;-;-;2016-06-09/TGEbg
431;431;2016-06-09;TGEef;-;-;2016-06-09/TGEef
432;432;2016-06-09;TGEkec15;9.48;61321.72;2016-06-09/TGEkec15
433;433;2016-06-09;TGEkec16;10.65;7798.07;2016-06-09/TGEkec16
434;434;2016-06-09;TGEkgm15;122.00;1188.56;2016-06-09/TGEkgm15
435;435;2016-06-09;TGEkgm16;119.91;10556.30;2016-06-09/TGEkgm16
436;436;2016-06-09;TGEkmet15;-;-;2016-06-09/TGEkmet15
437;437;2016-06-09;TGEkmet16;61.50;250.00;2016-06-09/TGEkmet16
438;438;2016-06-09;TGEoze;-;-;2016-06-09/TGEoze
439;439;2016-06-09;TGEozea;83.58;135471.48;2016-06-09/TGEozea
440;440;2016-06-14;TGEbg;-;-;2016-06-14/TGEbg
441;441;2016-06-14;TGEef;-;-;2016-06-14/TGEef
442;442;2016-06-14;TGEkec15;9.20;6827.10;2016-06-14/TGEkec15
443;443;2016-06-14;TGEkec16;10.64;9675.54;2016-06-14/TGEkec16
444;444;2016-06-14;TGEkgm15;120.00;4095.56;2016-06-14/TGEkgm15
445;445;2016-06-14;TGEkgm16;119.93;9883.50;2016-06-14/TGEkgm16
446;446;2016-06-14;TGEkmet15;-;-;2016-06-14/TGEkmet15
447;447;2016-06-14;TGEkmet16;61.10;3370.08;2016-06-14/TGEkmet16
448;448;2016-06-14;TGEoze;-;-;2016-06-14/TGEoze
449;449;2016-06-14;TGEozea;82.32;91910.96;2016-06-14/TGEozea
450;450;2016-06-16;TGEbg;-;-;2016-06-16/TGEbg
451;451;2016-06-16;TGEef;-;-;2016-06-16/TGEef
452;452;2016-06-16;TGEkec15;-;-;2016-06-16/TGEkec15
453;453;2016-06-16;TGEkec16;10.64;17000.00;2016-06-16/TGEkec16
454;454;2016-06-16;TGEkgm15;120.02;437.13;2016-06-16/TGEkgm15
455;455;2016-06-16;TGEkgm16;119.97;5000.00;2016-06-16/TGEkgm16
456;456;2016-06-16;TGEkmet15;-;-;2016-06-16/TGEkmet15
457;457;2016-06-16;TGEkmet16;61.05;1246.70;2016-06-16/TGEkmet16
458;458;2016-06-16;TGEoze;-;-;2016-06-16/TGEoze
459;459;2016-06-16;TGEozea;74.27;58562.29;2016-06-16/TGEozea
460;460;2016-06-21;TGEbg;-;-;2016-06-21/TGEbg
461;461;2016-06-21;TGEef;-;-;2016-06-21/TGEef
462;462;2016-06-21;TGEkec15;-;-;2016-06-21/TGEkec15
463;463;2016-06-21;TGEkec16;-;-;2016-06-21/TGEkec16
464;464;2016-06-21;TGEkgm15;120.00;410.97;2016-06-21/TGEkgm15
465;465;2016-06-21;TGEkgm16;119.74;12208.37;2016-06-21/TGEkgm16
466;466;2016-06-21;TGEkmet15;-;-;2016-06-21/TGEkmet15
467;467;2016-06-21;TGEkmet16;61.10;1435.97;2016-06-21/TGEkmet16
468;468;2016-06-21;TGEoze;-;-;2016-06-21/TGEoze
469;469;2016-06-21;TGEozea;75.14;71597.25;2016-06-21/TGEozea
470;470;2016-06-23;TGEbg;-;-;2016-06-23/TGEbg
471;471;2016-06-23;TGEef;-;-;2016-06-23/TGEef
472;472;2016-06-23;TGEkec15;-;-;2016-06-23/TGEkec15
473;473;2016-06-23;TGEkec16;10.63;14472.51;2016-06-23/TGEkec16
474;474;2016-06-23;TGEkgm15;-;-;2016-06-23/TGEkgm15
475;475;2016-06-23;TGEkgm16;119.79;8457.34;2016-06-23/TGEkgm16
476;476;2016-06-23;TGEkmet15;-;-;2016-06-23/TGEkmet15
477;477;2016-06-23;TGEkmet16;61.50;183.00;2016-06-23/TGEkmet16
478;478;2016-06-23;TGEoze;-;-;2016-06-23/TGEoze
479;479;2016-06-23;TGEozea;73.52;55641.55;2016-06-23/TGEozea
480;480;2016-06-28;TGEbg;-;-;2016-06-28/TGEbg
481;481;2016-06-28;TGEef;-;-;2016-06-28/TGEef
482;482;2016-06-28;TGEkec15;-;-;2016-06-28/TGEkec15
483;483;2016-06-28;TGEkec16;10.61;10000.00;2016-06-28/TGEkec16
484;484;2016-06-28;TGEkgm15;-;-;2016-06-28/TGEkgm15
485;485;2016-06-28;TGEkgm16;119.45;6611.43;2016-06-28/TGEkgm16
486;486;2016-06-28;TGEkmet15;-;-;2016-06-28/TGEkmet15
487;487;2016-06-28;TGEkmet16;-;-;2016-06-28/TGEkmet16
488;488;2016-06-28;TGEoze;-;-;2016-06-28/TGEoze
489;489;2016-06-28;TGEozea;70.88;46489.91;2016-06-28/TGEozea
490;490;2016-06-30;TGEbg;-;-;2016-06-30/TGEbg
491;491;2016-06-30;TGEef;-;-;2016-06-30/TGEef
492;492;2016-06-30;TGEkec15;-;-;2016-06-30/TGEkec15
493;493;2016-06-30;TGEkec16;10.61;18500.00;2016-06-30/TGEkec16
494;494;2016-06-30;TGEkgm15;-;-;2016-06-30/TGEkgm15
495;495;2016-06-30;TGEkgm16;119.17;5483.78;2016-06-30/TGEkgm16
496;496;2016-06-30;TGEkmet15;-;-;2016-06-30/TGEkmet15
497;497;2016-06-30;TGEkmet16;-;-;2016-06-30/TGEkmet16
498;498;2016-06-30;TGEoze;-;-;2016-06-30/TGEoze
499;499;2016-06-30;TGEozea;69.00;48860.99;2016-06-30/TGEozea
500;500;2016-07-05;TGEbg;-;-;2016-07-05/TGEbg
501;501;2016-07-05;TGEef;995.00;65.60;2016-07-05/TGEef
502;502;2016-07-05;TGEkec16;-;-;2016-07-05/TGEkec16
503;503;2016-07-05;TGEkgm16;119.60;6756.72;2016-07-05/TGEkgm16
504;504;2016-07-05;TGEkmet16;-;-;2016-07-05/TGEkmet16
505;505;2016-07-05;TGEoze;-;-;2016-07-05/TGEoze
506;506;2016-07-05;TGEozea;66.33;56730.63;2016-07-05/TGEozea
507;507;2016-07-07;TGEbg;-;-;2016-07-07/TGEbg
508;508;2016-07-07;TGEef;988.00;10.00;2016-07-07/TGEef
509;509;2016-07-07;TGEkec16;10.61;2000.00;2016-07-07/TGEkec16
510;510;2016-07-07;TGEkgm16;119.75;7546.23;2016-07-07/TGEkgm16
511;511;2016-07-07;TGEkmet16;-;-;2016-07-07/TGEkmet16
512;512;2016-07-07;TGEoze;-;-;2016-07-07/TGEoze
513;513;2016-07-07;TGEozea;64.01;55109.53;2016-07-07/TGEozea
514;514;2016-07-12;TGEbg;-;-;2016-07-12/TGEbg
515;515;2016-07-12;TGEef;-;-;2016-07-12/TGEef
516;516;2016-07-12;TGEkec16;10.61;10500.00;2016-07-12/TGEkec16
517;517;2016-07-12;TGEkgm16;119.32;11614.57;2016-07-12/TGEkgm16
518;518;2016-07-12;TGEkmet16;61.01;4167.36;2016-07-12/TGEkmet16
519;519;2016-07-12;TGEoze;-;-;2016-07-12/TGEoze
520;520;2016-07-12;TGEozea;60.54;70560.65;2016-07-12/TGEozea
521;521;2016-07-14;TGEbg;-;-;2016-07-14/TGEbg
522;522;2016-07-14;TGEef;-;-;2016-07-14/TGEef
523;523;2016-07-14;TGEkec16;10.61;26000.00;2016-07-14/TGEkec16
524;524;2016-07-14;TGEkgm16;119.95;12746.19;2016-07-14/TGEkgm16
525;525;2016-07-14;TGEkmet16;61.50;508.00;2016-07-14/TGEkmet16
526;526;2016-07-14;TGEoze;-;-;2016-07-14/TGEoze
527;527;2016-07-14;TGEozea;57.94;69122.45;2016-07-14/TGEozea
528;528;2016-07-19;TGEbg;-;-;2016-07-19/TGEbg
529;529;2016-07-19;TGEef;-;-;2016-07-19/TGEef
530;530;2016-07-19;TGEkec16;10.61;10000.00;2016-07-19/TGEkec16
531;531;2016-07-19;TGEkgm16;119.76;7030.90;2016-07-19/TGEkgm16
532;532;2016-07-19;TGEkmet16;-;-;2016-07-19/TGEkmet16
533;533;2016-07-19;TGEoze;-;-;2016-07-19/TGEoze
534;534;2016-07-19;TGEozea;60.84;55795.55;2016-07-19/TGEozea
535;535;2016-07-21;TGEbg;-;-;2016-07-21/TGEbg
536;536;2016-07-21;TGEef;-;-;2016-07-21/TGEef
537;537;2016-07-21;TGEkec16;10.61;22000.00;2016-07-21/TGEkec16
538;538;2016-07-21;TGEkgm16;119.88;5193.35;2016-07-21/TGEkgm16
539;539;2016-07-21;TGEkmet16;-;-;2016-07-21/TGEkmet16
540;540;2016-07-21;TGEoze;-;-;2016-07-21/TGEoze
541;541;2016-07-21;TGEozea;59.18;49492.82;2016-07-21/TGEozea
542;542;2016-07-26;TGEbg;-;-;2016-07-26/TGEbg
543;543;2016-07-26;TGEef;-;-;2016-07-26/TGEef
544;544;2016-07-26;TGEkec16;10.60;13878.01;2016-07-26/TGEkec16
545;545;2016-07-26;TGEkgm16;119.79;7517.02;2016-07-26/TGEkgm16
546;546;2016-07-26;TGEkmet16;-;-;2016-07-26/TGEkmet16
547;547;2016-07-26;TGEoze;-;-;2016-07-26/TGEoze
548;548;2016-07-26;TGEozea;59.82;61539.60;2016-07-26/TGEozea
549;549;2016-07-28;TGEbg;-;-;2016-07-28/TGEbg
550;550;2016-07-28;TGEef;-;-;2016-07-28/TGEef
551;551;2016-07-28;TGEkec16;10.61;2500.00;2016-07-28/TGEkec16
552;552;2016-07-28;TGEkgm16;119.86;6736.40;2016-07-28/TGEkgm16
553;553;2016-07-28;TGEkmet16;62.00;105.00;2016-07-28/TGEkmet16
554;554;2016-07-28;TGEoze;-;-;2016-07-28/TGEoze
555;555;2016-07-28;TGEozea;60.06;59845.40;2016-07-28/TGEozea
556;556;2016-08-02;TGEbg;-;-;2016-08-02/TGEbg
557;557;2016-08-02;TGEef;-;-;2016-08-02/TGEef
558;558;2016-08-02;TGEkec16;10.61;3092.05;2016-08-02/TGEkec16
559;559;2016-08-02;TGEkgm16;120.28;8787.16;2016-08-02/TGEkgm16
560;560;2016-08-02;TGEkmet16;61.50;3000.00;2016-08-02/TGEkmet16
561;561;2016-08-02;TGEoze;-;-;2016-08-02/TGEoze
562;562;2016-08-02;TGEozea;59.93;54760.97;2016-08-02/TGEozea
563;563;2016-08-04;TGEbg;-;-;2016-08-04/TGEbg
564;564;2016-08-04;TGEef;-;-;2016-08-04/TGEef
565;565;2016-08-04;TGEkec16;-;-;2016-08-04/TGEkec16
566;566;2016-08-04;TGEkgm16;120.16;3897.11;2016-08-04/TGEkgm16
567;567;2016-08-04;TGEkmet16;61.10;304.60;2016-08-04/TGEkmet16
568;568;2016-08-04;TGEoze;-;-;2016-08-04/TGEoze
569;569;2016-08-04;TGEozea;56.13;74361.28;2016-08-04/TGEozea
570;570;2016-08-09;TGEbg;-;-;2016-08-09/TGEbg
571;571;2016-08-09;TGEef;998.80;1013.00;2016-08-09/TGEef
572;572;2016-08-09;TGEkec16;10.61;5000.00;2016-08-09/TGEkec16
573;573;2016-08-09;TGEkgm16;120.24;3073.73;2016-08-09/TGEkgm16
574;574;2016-08-09;TGEkmet16;61.38;1500.00;2016-08-09/TGEkmet16
575;575;2016-08-09;TGEoze;-;-;2016-08-09/TGEoze
576;576;2016-08-09;TGEozea;52.73;61324.34;2016-08-09/TGEozea
577;577;2016-08-11;TGEbg;-;-;2016-08-11/TGEbg
578;578;2016-08-11;TGEef;1055.96;1425.00;2016-08-11/TGEef
579;579;2016-08-11;TGEkec16;10.60;5890.22;2016-08-11/TGEkec16
580;580;2016-08-11;TGEkgm16;120.31;5139.36;2016-08-11/TGEkgm16
581;581;2016-08-11;TGEkmet16;61.41;1150.00;2016-08-11/TGEkmet16
582;582;2016-08-11;TGEoze;-;-;2016-08-11/TGEoze
583;583;2016-08-11;TGEozea;49.07;61238.84;2016-08-11/TGEozea
584;584;2016-08-16;TGEbg;-;-;2016-08-16/TGEbg
585;585;2016-08-16;TGEef;1000.00;2261.24;2016-08-16/TGEef
586;586;2016-08-16;TGEkec16;10.61;5000.00;2016-08-16/TGEkec16
587;587;2016-08-16;TGEkgm16;120.62;2848.23;2016-08-16/TGEkgm16
588;588;2016-08-16;TGEkmet16;61.40;1000.00;2016-08-16/TGEkmet16
589;589;2016-08-16;TGEoze;-;-;2016-08-16/TGEoze
590;590;2016-08-16;TGEozea;46.28;51916.91;2016-08-16/TGEozea
591;591;2016-08-18;TGEbg;-;-;2016-08-18/TGEbg
592;592;2016-08-18;TGEef;1000.00;8000.01;2016-08-18/TGEef
593;593;2016-08-18;TGEkec16;10.62;24096.87;2016-08-18/TGEkec16
594;594;2016-08-18;TGEkgm16;121.00;1213.72;2016-08-18/TGEkgm16
595;595;2016-08-18;TGEkmet16;61.90;1216.01;2016-08-18/TGEkmet16
596;596;2016-08-18;TGEoze;-;-;2016-08-18/TGEoze
597;597;2016-08-18;TGEozea;39.62;49808.75;2016-08-18/TGEozea
598;598;2016-08-23;TGEbg;-;-;2016-08-23/TGEbg
599;599;2016-08-23;TGEef;1000.00;10145.00;2016-08-23/TGEef
600;600;2016-08-23;TGEkec16;10.69;32480.00;2016-08-23/TGEkec16
601;601;2016-08-23;TGEkgm16;121.31;5903.66;2016-08-23/TGEkgm16
602;602;2016-08-23;TGEkmet16;-;-;2016-08-23/TGEkmet16
603;603;2016-08-23;TGEoze;-;-;2016-08-23/TGEoze
604;604;2016-08-23;TGEozea;42.10;67074.94;2016-08-23/TGEozea
605;605;2016-08-25;TGEbg;-;-;2016-08-25/TGEbg
606;606;2016-08-25;TGEef;998.26;5202.00;2016-08-25/TGEef
607;607;2016-08-25;TGEkec16;10.62;16000.00;2016-08-25/TGEkec16
608;608;2016-08-25;TGEkgm16;120.86;8384.24;2016-08-25/TGEkgm16
609;609;2016-08-25;TGEkmet16;-;-;2016-08-25/TGEkmet16
610;610;2016-08-25;TGEoze;-;-;2016-08-25/TGEoze
611;611;2016-08-25;TGEozea;42.27;56559.18;2016-08-25/TGEozea
612;612;2016-08-30;TGEbg;-;-;2016-08-30/TGEbg
613;613;2016-08-30;TGEef;998.10;5500.00;2016-08-30/TGEef
614;614;2016-08-30;TGEkec16;10.62;50500.00;2016-08-30/TGEkec16
615;615;2016-08-30;TGEkgm16;120.57;2823.34;2016-08-30/TGEkgm16
616;616;2016-08-30;TGEkmet16;61.50;700.00;2016-08-30/TGEkmet16
617;617;2016-08-30;TGEoze;-;-;2016-08-30/TGEoze
618;618;2016-08-30;TGEozea;42.07;58194.57;2016-08-30/TGEozea
619;619;2016-09-01;TGEbg;-;-;2016-09-01/TGEbg
620;620;2016-09-01;TGEef;998.00;4128.53;2016-09-01/TGEef
621;621;2016-09-01;TGEkec16;10.62;16000.00;2016-09-01/TGEkec16
622;622;2016-09-01;TGEkgm16;120.65;4050.60;2016-09-01/TGEkgm16
623;623;2016-09-01;TGEkmet16;61.50;2000.00;2016-09-01/TGEkmet16
624;624;2016-09-01;TGEoze;-;-;2016-09-01/TGEoze
625;625;2016-09-01;TGEozea;42.24;47618.47;2016-09-01/TGEozea
626;626;2016-09-06;TGEbg;-;-;2016-09-06/TGEbg
627;627;2016-09-06;TGEef;997.88;6251.45;2016-09-06/TGEef
628;628;2016-09-06;TGEkec16;10.64;40000.00;2016-09-06/TGEkec16
629;629;2016-09-06;TGEkgm16;120.89;7055.06;2016-09-06/TGEkgm16
630;630;2016-09-06;TGEkmet16;61.95;2370.09;2016-09-06/TGEkmet16
631;631;2016-09-06;TGEoze;-;-;2016-09-06/TGEoze
632;632;2016-09-06;TGEozea;43.37;64331.85;2016-09-06/TGEozea
633;633;2016-09-06;TGEozebio;-;-;2016-09-06/TGEozebio
634;634;2016-09-08;TGEbg;-;-;2016-09-08/TGEbg
635;635;2016-09-08;TGEef;997.99;6088.35;2016-09-08/TGEef
636;636;2016-09-08;TGEkec16;10.62;21000.00;2016-09-08/TGEkec16
637;637;2016-09-08;TGEkgm16;121.02;5840.34;2016-09-08/TGEkgm16
638;638;2016-09-08;TGEkmet16;61.87;2021.58;2016-09-08/TGEkmet16
639;639;2016-09-08;TGEoze;-;-;2016-09-08/TGEoze
640;640;2016-09-08;TGEozea;43.40;64911.98;2016-09-08/TGEozea
641;641;2016-09-08;TGEozebio;-;-;2016-09-08/TGEozebio
642;642;2016-09-13;TGEbg;-;-;2016-09-13/TGEbg
643;643;2016-09-13;TGEef;987.64;960.08;2016-09-13/TGEef
644;644;2016-09-13;TGEkec16;10.65;75503.41;2016-09-13/TGEkec16
645;645;2016-09-13;TGEkgm16;120.99;16435.30;2016-09-13/TGEkgm16
646;646;2016-09-13;TGEkmet16;61.97;3381.83;2016-09-13/TGEkmet16
647;647;2016-09-13;TGEoze;-;-;2016-09-13/TGEoze
648;648;2016-09-13;TGEozea;42.82;53448.00;2016-09-13/TGEozea
649;649;2016-09-13;TGEozebio;-;-;2016-09-13/TGEozebio
650;650;2016-09-15;TGEbg;-;-;2016-09-15/TGEbg
651;651;2016-09-15;TGEef;987.82;5505.00;2016-09-15/TGEef
652;652;2016-09-15;TGEkec16;10.64;25200.00;2016-09-15/TGEkec16
653;653;2016-09-15;TGEkgm16;121.37;15889.73;2016-09-15/TGEkgm16
654;654;2016-09-15;TGEkmet16;61.90;2657.81;2016-09-15/TGEkmet16
655;655;2016-09-15;TGEoze;-;-;2016-09-15/TGEoze
656;656;2016-09-15;TGEozea;41.56;69056.75;2016-09-15/TGEozea
657;657;2016-09-15;TGEozebio;295.00;1.00;2016-09-15/TGEozebio
658;658;2016-09-20;TGEbg;-;-;2016-09-20/TGEbg
659;659;2016-09-20;TGEef;971.58;12144.05;2016-09-20/TGEef
660;660;2016-09-20;TGEkec16;10.65;38524.73;2016-09-20/TGEkec16
661;661;2016-09-20;TGEkgm16;121.63;6183.00;2016-09-20/TGEkgm16
662;662;2016-09-20;TGEkmet16;61.75;1000.00;2016-09-20/TGEkmet16
663;663;2016-09-20;TGEoze;-;-;2016-09-20/TGEoze
664;664;2016-09-20;TGEozea;39.90;59152.20;2016-09-20/TGEozea
665;665;2016-09-20;TGEozebio;281.09;1100.00;2016-09-20/TGEozebio
666;666;2016-09-22;TGEbg;-;-;2016-09-22/TGEbg
667;667;2016-09-22;TGEef;942.01;14900.00;2016-09-22/TGEef
668;668;2016-09-22;TGEkec16;10.66;7000.00;2016-09-22/TGEkec16
669;669;2016-09-22;TGEkgm16;121.80;5325.72;2016-09-22/TGEkgm16
670;670;2016-09-22;TGEkmet16;-;-;2016-09-22/TGEkmet16
671;671;2016-09-22;TGEoze;-;-;2016-09-22/TGEoze
672;672;2016-09-22;TGEozea;37.43;44683.71;2016-09-22/TGEozea
673;673;2016-09-22;TGEozebio;275.00;700.00;2016-09-22/TGEozebio
674;674;2016-09-27;TGEbg;-;-;2016-09-27/TGEbg
675;675;2016-09-27;TGEef;939.15;3066.00;2016-09-27/TGEef
676;676;2016-09-27;TGEkec16;10.66;8000.00;2016-09-27/TGEkec16
677;677;2016-09-27;TGEkgm16;122.00;3599.00;2016-09-27/TGEkgm16
678;678;2016-09-27;TGEkmet16;-;-;2016-09-27/TGEkmet16
679;679;2016-09-27;TGEoze;-;-;2016-09-27/TGEoze
680;680;2016-09-27;TGEozea;34.78;99869.26;2016-09-27/TGEozea
681;681;2016-09-27;TGEozebio;280.00;445.33;2016-09-27/TGEozebio
682;682;2016-09-29;TGEbg;-;-;2016-09-29/TGEbg
683;683;2016-09-29;TGEef;939.15;5380.13;2016-09-29/TGEef
684;684;2016-09-29;TGEkec16;10.66;5000.00;2016-09-29/TGEkec16
685;685;2016-09-29;TGEkgm16;122.00;3311.89;2016-09-29/TGEkgm16
686;686;2016-09-29;TGEkmet16;-;-;2016-09-29/TGEkmet16
687;687;2016-09-29;TGEoze;-;-;2016-09-29/TGEoze
688;688;2016-09-29;TGEozea;32.69;80057.53;2016-09-29/TGEozea
689;689;2016-09-29;TGEozebio;273.07;639.49;2016-09-29/TGEozebio
690;690;2016-10-04;TGEbg;-;-;2016-10-04/TGEbg
691;691;2016-10-04;TGEef;939.45;11381.72;2016-10-04/TGEef
692;692;2016-10-04;TGEkec16;10.66;61561.95;2016-10-04/TGEkec16
693;693;2016-10-04;TGEkgm16;122.23;721.15;2016-10-04/TGEkgm16
694;694;2016-10-04;TGEkmet16;62.12;5400.99;2016-10-04/TGEkmet16
695;695;2016-10-04;TGEoze;-;-;2016-10-04/TGEoze
696;696;2016-10-04;TGEozea;36.95;102250.61;2016-10-04/TGEozea
697;697;2016-10-04;TGEozebio;273.78;1036.79;2016-10-04/TGEozebio
698;698;2016-10-06;TGEbg;-;-;2016-10-06/TGEbg
699;699;2016-10-06;TGEef;947.46;4317.32;2016-10-06/TGEef
700;700;2016-10-06;TGEkec16;10.67;6500.00;2016-10-06/TGEkec16
701;701;2016-10-06;TGEkgm16;122.05;2793.59;2016-10-06/TGEkgm16
702;702;2016-10-06;TGEkmet16;62.50;50.00;2016-10-06/TGEkmet16
703;703;2016-10-06;TGEoze;-;-;2016-10-06/TGEoze
704;704;2016-10-06;TGEozea;34.20;62135.25;2016-10-06/TGEozea
705;705;2016-10-06;TGEozebio;286.36;659.82;2016-10-06/TGEozebio
706;706;2016-10-11;TGEbg;-;-;2016-10-11/TGEbg
707;707;2016-10-11;TGEef;960.25;2679.92;2016-10-11/TGEef
708;708;2016-10-11;TGEkec16;10.69;13000.00;2016-10-11/TGEkec16
709;709;2016-10-11;TGEkgm16;122.37;8810.71;2016-10-11/TGEkgm16
710;710;2016-10-11;TGEkmet16;62.00;312.82;2016-10-11/TGEkmet16
711;711;2016-10-11;TGEoze;-;-;2016-10-11/TGEoze
712;712;2016-10-11;TGEozea;32.57;78163.00;2016-10-11/TGEozea
713;713;2016-10-11;TGEozebio;283.89;969.24;2016-10-11/TGEozebio
714;714;2016-10-13;TGEbg;-;-;2016-10-13/TGEbg
715;715;2016-10-13;TGEef;973.36;3512.00;2016-10-13/TGEef
716;716;2016-10-13;TGEkec16;10.69;67425.18;2016-10-13/TGEkec16
717;717;2016-10-13;TGEkgm16;122.25;12195.67;2016-10-13/TGEkgm16
718;718;2016-10-13;TGEkmet16;61.88;3540.27;2016-10-13/TGEkmet16
719;719;2016-10-13;TGEoze;-;-;2016-10-13/TGEoze
720;720;2016-10-13;TGEozea;35.88;79763.83;2016-10-13/TGEozea
721;721;2016-10-13;TGEozebio;293.94;1426.56;2016-10-13/TGEozebio
