;Unnamed: 0;data dostawy;indeks;kurs (PLN/MWh);wolumen (MWh);ukey
2897;2897;2019-09-09;TGEsgtDA;-;-;2019-09-09/TGEsgtDA
2898;2898;2019-09-10;TGEgasDA;49.05;3360.00;2019-09-10/TGEgasDA
2899;2899;2019-09-10;TGEglwDA;-;-;2019-09-10/TGEglwDA
2900;2900;2019-09-10;TGEsgtDA;-;-;2019-09-10/TGEsgtDA
2901;2901;2019-09-11;TGEgasDA;51.56;8592.00;2019-09-11/TGEgasDA
2902;2902;2019-09-11;TGEglwDA;-;-;2019-09-11/TGEglwDA
2903;2903;2019-09-11;TGEsgtDA;-;-;2019-09-11/TGEsgtDA
2904;2904;2019-09-12;TGEgasDA;54.39;15984.00;2019-09-12/TGEgasDA
2905;2905;2019-09-12;TGEglwDA;-;-;2019-09-12/TGEglwDA
2906;2906;2019-09-12;TGEsgtDA;-;-;2019-09-12/TGEsgtDA
2907;2907;2019-09-13;TGEgasDA;57.77;20400.00;2019-09-13/TGEgasDA
2908;2908;2019-09-13;TGEglwDA;-;-;2019-09-13/TGEglwDA
2909;2909;2019-09-13;TGEsgtDA;-;-;2019-09-13/TGEsgtDA
2910;2910;2019-09-14;TGEgasDA;53.28;2448.00;2019-09-14/TGEgasDA
2911;2911;2019-09-14;TGEglwDA;-;-;2019-09-14/TGEglwDA
2912;2912;2019-09-14;TGEsgtDA;-;-;2019-09-14/TGEsgtDA
2913;2913;2019-09-15;TGEgasDA;51.66;2664.00;2019-09-15/TGEgasDA
2914;2914;2019-09-15;TGEglwDA;-;-;2019-09-15/TGEglwDA
2915;2915;2019-09-15;TGEsgtDA;-;-;2019-09-15/TGEsgtDA
2916;2916;2019-09-16;TGEgasDA;53.79;31176.00;2019-09-16/TGEgasDA
2917;2917;2019-09-16;TGEglwDA;-;-;2019-09-16/TGEglwDA
2918;2918;2019-09-16;TGEsgtDA;-;-;2019-09-16/TGEsgtDA
2919;2919;2019-09-17;TGEgasDA;57.66;46536.00;2019-09-17/TGEgasDA
2920;2920;2019-09-17;TGEglwDA;-;-;2019-09-17/TGEglwDA
2921;2921;2019-09-17;TGEsgtDA;-;-;2019-09-17/TGEsgtDA
2922;2922;2019-09-18;TGEgasDA;54.98;57648.00;2019-09-18/TGEgasDA
2923;2923;2019-09-18;TGEglwDA;-;-;2019-09-18/TGEglwDA
2924;2924;2019-09-18;TGEsgtDA;-;-;2019-09-18/TGEsgtDA
2925;2925;2019-09-19;TGEgasDA;50.65;63504.00;2019-09-19/TGEgasDA
2926;2926;2019-09-19;TGEglwDA;-;-;2019-09-19/TGEglwDA
2927;2927;2019-09-19;TGEsgtDA;-;-;2019-09-19/TGEsgtDA
2928;2928;2019-09-20;TGEgasDA;52.32;60552.00;2019-09-20/TGEgasDA
2929;2929;2019-09-20;TGEglwDA;-;-;2019-09-20/TGEglwDA
2930;2930;2019-09-20;TGEsgtDA;-;-;2019-09-20/TGEsgtDA
2931;2931;2019-09-21;TGEgasDA;48.61;7032.00;2019-09-21/TGEgasDA
2932;2932;2019-09-21;TGEglwDA;-;-;2019-09-21/TGEglwDA
2933;2933;2019-09-21;TGEsgtDA;-;-;2019-09-21/TGEsgtDA
2934;2934;2019-09-22;TGEgasDA;47.36;2928.00;2019-09-22/TGEgasDA
2935;2935;2019-09-22;TGEglwDA;-;-;2019-09-22/TGEglwDA
2936;2936;2019-09-22;TGEsgtDA;-;-;2019-09-22/TGEsgtDA
2937;2937;2019-09-23;TGEgasDA;50.01;53664.00;2019-09-23/TGEgasDA
2938;2938;2019-09-23;TGEglwDA;-;-;2019-09-23/TGEglwDA
2939;2939;2019-09-23;TGEsgtDA;-;-;2019-09-23/TGEsgtDA
2940;2940;2019-09-24;TGEgasDA;49.48;51528.00;2019-09-24/TGEgasDA
2941;2941;2019-09-24;TGEglwDA;-;-;2019-09-24/TGEglwDA
2942;2942;2019-09-24;TGEsgtDA;-;-;2019-09-24/TGEsgtDA
2943;2943;2019-09-25;TGEgasDA;53.48;70680.00;2019-09-25/TGEgasDA
2944;2944;2019-09-25;TGEglwDA;-;-;2019-09-25/TGEglwDA
2945;2945;2019-09-25;TGEsgtDA;-;-;2019-09-25/TGEsgtDA
2946;2946;2019-09-26;TGEgasDA;53.38;60312.00;2019-09-26/TGEgasDA
2947;2947;2019-09-26;TGEglwDA;-;-;2019-09-26/TGEglwDA
2948;2948;2019-09-26;TGEsgtDA;-;-;2019-09-26/TGEsgtDA
2949;2949;2019-09-27;TGEgasDA;54.63;56472.00;2019-09-27/TGEgasDA
2950;2950;2019-09-27;TGEglwDA;-;-;2019-09-27/TGEglwDA
2951;2951;2019-09-27;TGEsgtDA;-;-;2019-09-27/TGEsgtDA
2952;2952;2019-09-28;TGEgasDA;52.82;2136.00;2019-09-28/TGEgasDA
2953;2953;2019-09-28;TGEglwDA;-;-;2019-09-28/TGEglwDA
2954;2954;2019-09-28;TGEsgtDA;-;-;2019-09-28/TGEsgtDA
2955;2955;2019-09-29;TGEgasDA;47.36;3096.00;2019-09-29/TGEgasDA
2956;2956;2019-09-29;TGEglwDA;-;-;2019-09-29/TGEglwDA
2957;2957;2019-09-29;TGEsgtDA;-;-;2019-09-29/TGEsgtDA
2958;2958;2019-09-30;TGEgasDA;51.46;58440.00;2019-09-30/TGEgasDA
2959;2959;2019-09-30;TGEglwDA;-;-;2019-09-30/TGEglwDA
2960;2960;2019-09-30;TGEsgtDA;-;-;2019-09-30/TGEsgtDA
2961;2961;2019-10-01;TGEgasDA;49.04;32280.00;2019-10-01/TGEgasDA
2962;2962;2019-10-01;TGEglwDA;-;-;2019-10-01/TGEglwDA
2963;2963;2019-10-01;TGEsgtDA;-;-;2019-10-01/TGEsgtDA
2964;2964;2019-10-02;TGEgasDA;46.62;30096.00;2019-10-02/TGEgasDA
2965;2965;2019-10-02;TGEglwDA;-;-;2019-10-02/TGEglwDA
2966;2966;2019-10-02;TGEsgtDA;-;-;2019-10-02/TGEsgtDA
2967;2967;2019-10-03;TGEgasDA;51.75;30960.00;2019-10-03/TGEgasDA
2968;2968;2019-10-03;TGEglwDA;-;-;2019-10-03/TGEglwDA
2969;2969;2019-10-03;TGEsgtDA;-;-;2019-10-03/TGEsgtDA
2970;2970;2019-10-04;TGEgasDA;57.09;33456.00;2019-10-04/TGEgasDA
2971;2971;2019-10-04;TGEglwDA;-;-;2019-10-04/TGEglwDA
2972;2972;2019-10-04;TGEsgtDA;-;-;2019-10-04/TGEsgtDA
2973;2973;2019-10-05;TGEgasDA;62.05;696.00;2019-10-05/TGEgasDA
2974;2974;2019-10-05;TGEglwDA;-;-;2019-10-05/TGEglwDA
2975;2975;2019-10-05;TGEsgtDA;-;-;2019-10-05/TGEsgtDA
2976;2976;2019-10-06;TGEgasDA;58.17;15360.00;2019-10-06/TGEgasDA
2977;2977;2019-10-06;TGEglwDA;-;-;2019-10-06/TGEglwDA
2978;2978;2019-10-06;TGEsgtDA;-;-;2019-10-06/TGEsgtDA
2979;2979;2019-10-07;TGEgasDA;60.19;87360.00;2019-10-07/TGEgasDA
2980;2980;2019-10-07;TGEglwDA;-;-;2019-10-07/TGEglwDA
2981;2981;2019-10-07;TGEsgtDA;-;-;2019-10-07/TGEsgtDA
2982;2982;2019-10-08;TGEgasDA;56.22;87792.00;2019-10-08/TGEgasDA
2983;2983;2019-10-08;TGEglwDA;-;-;2019-10-08/TGEglwDA
2984;2984;2019-10-08;TGEsgtDA;-;-;2019-10-08/TGEsgtDA
2985;2985;2019-10-09;TGEgasDA;57.18;75864.00;2019-10-09/TGEgasDA
2986;2986;2019-10-09;TGEglwDA;-;-;2019-10-09/TGEglwDA
2987;2987;2019-10-09;TGEsgtDA;-;-;2019-10-09/TGEsgtDA
2988;2988;2019-10-10;TGEgasDA;51.52;79200.00;2019-10-10/TGEgasDA
2989;2989;2019-10-10;TGEglwDA;-;-;2019-10-10/TGEglwDA
2990;2990;2019-10-10;TGEsgtDA;-;-;2019-10-10/TGEsgtDA
2991;2991;2019-10-11;TGEgasDA;45.96;58200.00;2019-10-11/TGEgasDA
2992;2992;2019-10-11;TGEglwDA;-;-;2019-10-11/TGEglwDA
2993;2993;2019-10-11;TGEsgtDA;-;-;2019-10-11/TGEsgtDA
2994;2994;2019-10-12;TGEgasDA;43.11;7848.00;2019-10-12/TGEgasDA
2995;2995;2019-10-12;TGEglwDA;-;-;2019-10-12/TGEglwDA
2996;2996;2019-10-12;TGEsgtDA;-;-;2019-10-12/TGEsgtDA
2997;2997;2019-10-13;TGEgasDA;40.38;24960.00;2019-10-13/TGEgasDA
2998;2998;2019-10-13;TGEglwDA;-;-;2019-10-13/TGEglwDA
2999;2999;2019-10-13;TGEsgtDA;-;-;2019-10-13/TGEsgtDA
3000;3000;2019-10-14;TGEgasDA;45.35;36048.00;2019-10-14/TGEgasDA
3001;3001;2019-10-14;TGEglwDA;-;-;2019-10-14/TGEglwDA
3002;3002;2019-10-14;TGEsgtDA;-;-;2019-10-14/TGEsgtDA
3003;3003;2019-10-15;TGEgasDA;47.34;31488.00;2019-10-15/TGEgasDA
3004;3004;2019-10-15;TGEglwDA;-;-;2019-10-15/TGEglwDA
3005;3005;2019-10-15;TGEsgtDA;-;-;2019-10-15/TGEsgtDA
3006;3006;2019-10-16;TGEgasDA;54.46;30864.00;2019-10-16/TGEgasDA
3007;3007;2019-10-16;TGEglwDA;-;-;2019-10-16/TGEglwDA
3008;3008;2019-10-16;TGEsgtDA;-;-;2019-10-16/TGEsgtDA
3009;3009;2019-10-17;TGEgasDA;53.37;29712.00;2019-10-17/TGEgasDA
3010;3010;2019-10-17;TGEglwDA;-;-;2019-10-17/TGEglwDA
3011;3011;2019-10-17;TGEsgtDA;-;-;2019-10-17/TGEsgtDA
3012;3012;2019-10-18;TGEgasDA;51.16;30312.00;2019-10-18/TGEgasDA
3013;3013;2019-10-18;TGEglwDA;-;-;2019-10-18/TGEglwDA
3014;3014;2019-10-18;TGEsgtDA;-;-;2019-10-18/TGEsgtDA
3015;3015;2019-10-19;TGEgasDA;47.98;4848.00;2019-10-19/TGEgasDA
3016;3016;2019-10-19;TGEglwDA;-;-;2019-10-19/TGEglwDA
3017;3017;2019-10-19;TGEsgtDA;-;-;2019-10-19/TGEsgtDA
3018;3018;2019-10-20;TGEgasDA;43.14;22536.00;2019-10-20/TGEgasDA
3019;3019;2019-10-20;TGEglwDA;-;-;2019-10-20/TGEglwDA
3020;3020;2019-10-20;TGEsgtDA;-;-;2019-10-20/TGEsgtDA
3021;3021;2019-10-21;TGEgasDA;46.09;27816.00;2019-10-21/TGEgasDA
3022;3022;2019-10-21;TGEglwDA;-;-;2019-10-21/TGEglwDA
3023;3023;2019-10-21;TGEsgtDA;-;-;2019-10-21/TGEsgtDA
3024;3024;2019-10-22;TGEgasDA;49.21;23760.00;2019-10-22/TGEgasDA
3025;3025;2019-10-22;TGEglwDA;-;-;2019-10-22/TGEglwDA
3026;3026;2019-10-22;TGEsgtDA;-;-;2019-10-22/TGEsgtDA
3027;3027;2019-10-23;TGEgasDA;51.24;29952.00;2019-10-23/TGEgasDA
3028;3028;2019-10-23;TGEglwDA;-;-;2019-10-23/TGEglwDA
3029;3029;2019-10-23;TGEsgtDA;-;-;2019-10-23/TGEsgtDA
3030;3030;2019-10-24;TGEgasDA;49.73;15984.00;2019-10-24/TGEgasDA
3031;3031;2019-10-24;TGEglwDA;-;-;2019-10-24/TGEglwDA
3032;3032;2019-10-24;TGEsgtDA;-;-;2019-10-24/TGEsgtDA
3033;3033;2019-10-25;TGEgasDA;46.88;12720.00;2019-10-25/TGEgasDA
3034;3034;2019-10-25;TGEglwDA;-;-;2019-10-25/TGEglwDA
3035;3035;2019-10-25;TGEsgtDA;-;-;2019-10-25/TGEsgtDA
3036;3036;2019-10-26;TGEgasDA;44.16;4950.00;2019-10-26/TGEgasDA
3037;3037;2019-10-26;TGEglwDA;-;-;2019-10-26/TGEglwDA
3038;3038;2019-10-26;TGEsgtDA;-;-;2019-10-26/TGEsgtDA
3039;3039;2019-10-27;TGEgasDA;47.23;8616.00;2019-10-27/TGEgasDA
3040;3040;2019-10-27;TGEglwDA;-;-;2019-10-27/TGEglwDA
3041;3041;2019-10-27;TGEsgtDA;-;-;2019-10-27/TGEsgtDA
3042;3042;2019-10-28;TGEgasDA;55.56;56616.00;2019-10-28/TGEgasDA
3043;3043;2019-10-28;TGEglwDA;-;-;2019-10-28/TGEglwDA
3044;3044;2019-10-28;TGEsgtDA;-;-;2019-10-28/TGEsgtDA
3045;3045;2019-10-29;TGEgasDA;57.03;75432.00;2019-10-29/TGEgasDA
3046;3046;2019-10-29;TGEglwDA;-;-;2019-10-29/TGEglwDA
3047;3047;2019-10-29;TGEsgtDA;-;-;2019-10-29/TGEsgtDA
3048;3048;2019-10-30;TGEgasDA;58.90;131856.00;2019-10-30/TGEgasDA
3049;3049;2019-10-30;TGEglwDA;-;-;2019-10-30/TGEglwDA
3050;3050;2019-10-30;TGEsgtDA;-;-;2019-10-30/TGEsgtDA
3051;3051;2019-10-31;TGEgasDA;56.17;163680.00;2019-10-31/TGEgasDA
3052;3052;2019-10-31;TGEglwDA;-;-;2019-10-31/TGEglwDA
3053;3053;2019-10-31;TGEsgtDA;-;-;2019-10-31/TGEsgtDA
3054;3054;2019-11-01;TGEgasDA;50.75;68616.00;2019-11-01/TGEgasDA
3055;3055;2019-11-01;TGEglwDA;-;-;2019-11-01/TGEglwDA
3056;3056;2019-11-01;TGEsgtDA;-;-;2019-11-01/TGEsgtDA
3057;3057;2019-11-02;TGEgasDA;52.27;10416.00;2019-11-02/TGEgasDA
3058;3058;2019-11-02;TGEglwDA;-;-;2019-11-02/TGEglwDA
3059;3059;2019-11-02;TGEsgtDA;-;-;2019-11-02/TGEsgtDA
3060;3060;2019-11-03;TGEgasDA;45.76;14712.00;2019-11-03/TGEgasDA
3061;3061;2019-11-03;TGEglwDA;-;-;2019-11-03/TGEglwDA
3062;3062;2019-11-03;TGEsgtDA;-;-;2019-11-03/TGEsgtDA
3063;3063;2019-11-04;TGEgasDA;54.03;19176.00;2019-11-04/TGEgasDA
3064;3064;2019-11-04;TGEglwDA;-;-;2019-11-04/TGEglwDA
3065;3065;2019-11-04;TGEsgtDA;-;-;2019-11-04/TGEsgtDA
3066;3066;2019-11-05;TGEgasDA;57.66;17832.00;2019-11-05/TGEgasDA
3067;3067;2019-11-05;TGEglwDA;-;-;2019-11-05/TGEglwDA
3068;3068;2019-11-05;TGEsgtDA;-;-;2019-11-05/TGEsgtDA
3069;3069;2019-11-06;TGEgasDA;67.44;38160.00;2019-11-06/TGEgasDA
3070;3070;2019-11-06;TGEglwDA;-;-;2019-11-06/TGEglwDA
3071;3071;2019-11-06;TGEsgtDA;-;-;2019-11-06/TGEsgtDA
3072;3072;2019-11-07;TGEgasDA;67.67;42744.00;2019-11-07/TGEgasDA
3073;3073;2019-11-07;TGEglwDA;-;-;2019-11-07/TGEglwDA
3074;3074;2019-11-07;TGEsgtDA;-;-;2019-11-07/TGEsgtDA
3075;3075;2019-11-08;TGEgasDA;67.56;42888.00;2019-11-08/TGEgasDA
3076;3076;2019-11-08;TGEglwDA;-;-;2019-11-08/TGEglwDA
3077;3077;2019-11-08;TGEsgtDA;-;-;2019-11-08/TGEsgtDA
3078;3078;2019-11-09;TGEgasDA;70.55;4968.00;2019-11-09/TGEgasDA
3079;3079;2019-11-09;TGEglwDA;-;-;2019-11-09/TGEglwDA
3080;3080;2019-11-09;TGEsgtDA;-;-;2019-11-09/TGEsgtDA
3081;3081;2019-11-10;TGEgasDA;72.18;20256.00;2019-11-10/TGEgasDA
3082;3082;2019-11-10;TGEglwDA;-;-;2019-11-10/TGEglwDA
3083;3083;2019-11-10;TGEsgtDA;-;-;2019-11-10/TGEsgtDA
3084;3084;2019-11-11;TGEgasDA;73.58;45864.00;2019-11-11/TGEgasDA
3085;3085;2019-11-11;TGEglwDA;-;-;2019-11-11/TGEglwDA
3086;3086;2019-11-11;TGEsgtDA;-;-;2019-11-11/TGEsgtDA
3087;3087;2019-11-12;TGEgasDA;74.33;58224.00;2019-11-12/TGEgasDA
3088;3088;2019-11-12;TGEglwDA;-;-;2019-11-12/TGEglwDA
3089;3089;2019-11-12;TGEsgtDA;-;-;2019-11-12/TGEsgtDA
3090;3090;2019-11-13;TGEgasDA;71.89;36120.00;2019-11-13/TGEgasDA
3091;3091;2019-11-13;TGEglwDA;-;-;2019-11-13/TGEglwDA
3092;3092;2019-11-13;TGEsgtDA;-;-;2019-11-13/TGEsgtDA
3093;3093;2019-11-14;TGEgasDA;74.29;70608.00;2019-11-14/TGEgasDA
3094;3094;2019-11-14;TGEglwDA;-;-;2019-11-14/TGEglwDA
3095;3095;2019-11-14;TGEsgtDA;-;-;2019-11-14/TGEsgtDA
3096;3096;2019-11-15;TGEgasDA;74.64;55368.00;2019-11-15/TGEgasDA
3097;3097;2019-11-15;TGEglwDA;-;-;2019-11-15/TGEglwDA
3098;3098;2019-11-15;TGEsgtDA;-;-;2019-11-15/TGEsgtDA
3099;3099;2019-11-16;TGEgasDA;72.14;7080.00;2019-11-16/TGEgasDA
3100;3100;2019-11-16;TGEglwDA;-;-;2019-11-16/TGEglwDA
3101;3101;2019-11-16;TGEsgtDA;-;-;2019-11-16/TGEsgtDA
3102;3102;2019-11-17;TGEgasDA;66.35;14520.00;2019-11-17/TGEgasDA
3103;3103;2019-11-17;TGEglwDA;-;-;2019-11-17/TGEglwDA
3104;3104;2019-11-17;TGEsgtDA;-;-;2019-11-17/TGEsgtDA
3105;3105;2019-11-18;TGEgasDA;76.35;37872.00;2019-11-18/TGEgasDA
3106;3106;2019-11-18;TGEglwDA;-;-;2019-11-18/TGEglwDA
3107;3107;2019-11-18;TGEsgtDA;-;-;2019-11-18/TGEsgtDA
3108;3108;2019-11-19;TGEgasDA;75.65;60192.00;2019-11-19/TGEgasDA
3109;3109;2019-11-19;TGEglwDA;-;-;2019-11-19/TGEglwDA
3110;3110;2019-11-19;TGEsgtDA;-;-;2019-11-19/TGEsgtDA
3111;3111;2019-11-20;TGEgasDA;75.76;67392.00;2019-11-20/TGEgasDA
3112;3112;2019-11-20;TGEglwDA;-;-;2019-11-20/TGEglwDA
3113;3113;2019-11-20;TGEsgtDA;-;-;2019-11-20/TGEsgtDA
3114;3114;2019-11-21;TGEgasDA;75.41;73824.00;2019-11-21/TGEgasDA
3115;3115;2019-11-21;TGEglwDA;-;-;2019-11-21/TGEglwDA
3116;3116;2019-11-21;TGEsgtDA;-;-;2019-11-21/TGEsgtDA
3117;3117;2019-11-22;TGEgasDA;77.06;77400.00;2019-11-22/TGEgasDA
3118;3118;2019-11-22;TGEglwDA;-;-;2019-11-22/TGEglwDA
3119;3119;2019-11-22;TGEsgtDA;-;-;2019-11-22/TGEsgtDA
3120;3120;2019-11-23;TGEgasDA;79.41;18288.00;2019-11-23/TGEgasDA
3121;3121;2019-11-23;TGEglwDA;-;-;2019-11-23/TGEglwDA
3122;3122;2019-11-23;TGEsgtDA;-;-;2019-11-23/TGEsgtDA
3123;3123;2019-11-24;TGEgasDA;79.00;39168.00;2019-11-24/TGEgasDA
3124;3124;2019-11-24;TGEglwDA;-;-;2019-11-24/TGEglwDA
3125;3125;2019-11-24;TGEsgtDA;-;-;2019-11-24/TGEsgtDA
3126;3126;2019-11-25;TGEgasDA;80.22;123360.00;2019-11-25/TGEgasDA
3127;3127;2019-11-25;TGEglwDA;-;-;2019-11-25/TGEglwDA
3128;3128;2019-11-25;TGEsgtDA;-;-;2019-11-25/TGEsgtDA
3129;3129;2019-11-26;TGEgasDA;80.48;121416.00;2019-11-26/TGEgasDA
3130;3130;2019-11-26;TGEglwDA;-;-;2019-11-26/TGEglwDA
3131;3131;2019-11-26;TGEsgtDA;-;-;2019-11-26/TGEsgtDA
3132;3132;2019-11-27;TGEgasDA;81.07;119304.00;2019-11-27/TGEgasDA
3133;3133;2019-11-27;TGEglwDA;-;-;2019-11-27/TGEglwDA
3134;3134;2019-11-27;TGEsgtDA;-;-;2019-11-27/TGEsgtDA
3135;3135;2019-11-28;TGEgasDA;79.20;67392.00;2019-11-28/TGEgasDA
3136;3136;2019-11-28;TGEglwDA;-;-;2019-11-28/TGEglwDA
3137;3137;2019-11-28;TGEsgtDA;-;-;2019-11-28/TGEsgtDA
3138;3138;2019-11-29;TGEgasDA;80.36;89304.00;2019-11-29/TGEgasDA
3139;3139;2019-11-29;TGEglwDA;-;-;2019-11-29/TGEglwDA
3140;3140;2019-11-29;TGEsgtDA;-;-;2019-11-29/TGEsgtDA
3141;3141;2019-11-30;TGEgasDA;83.44;49368.00;2019-11-30/TGEgasDA
3142;3142;2019-11-30;TGEglwDA;-;-;2019-11-30/TGEglwDA
3143;3143;2019-11-30;TGEsgtDA;-;-;2019-11-30/TGEsgtDA
3144;3144;2019-12-01;TGEgasDA;83.49;17160.00;2019-12-01/TGEgasDA
3145;3145;2019-12-01;TGEglwDA;-;-;2019-12-01/TGEglwDA
3146;3146;2019-12-01;TGEsgtDA;-;-;2019-12-01/TGEsgtDA
3147;3147;2019-12-02;TGEgasDA;83.73;110640.00;2019-12-02/TGEgasDA
3148;3148;2019-12-02;TGEglwDA;-;-;2019-12-02/TGEglwDA
3149;3149;2019-12-02;TGEsgtDA;-;-;2019-12-02/TGEsgtDA
3150;3150;2019-12-03;TGEgasDA;81.87;135744.00;2019-12-03/TGEgasDA
3151;3151;2019-12-03;TGEglwDA;-;-;2019-12-03/TGEglwDA
3152;3152;2019-12-03;TGEsgtDA;-;-;2019-12-03/TGEsgtDA
3153;3153;2019-12-04;TGEgasDA;80.42;130128.00;2019-12-04/TGEgasDA
3154;3154;2019-12-04;TGEglwDA;-;-;2019-12-04/TGEglwDA
3155;3155;2019-12-04;TGEsgtDA;-;-;2019-12-04/TGEsgtDA
3156;3156;2019-12-05;TGEgasDA;78.00;148800.00;2019-12-05/TGEgasDA
3157;3157;2019-12-05;TGEglwDA;-;-;2019-12-05/TGEglwDA
3158;3158;2019-12-05;TGEsgtDA;-;-;2019-12-05/TGEsgtDA
3159;3159;2019-12-06;TGEgasDA;77.65;117288.00;2019-12-06/TGEgasDA
3160;3160;2019-12-06;TGEglwDA;-;-;2019-12-06/TGEglwDA
3161;3161;2019-12-06;TGEsgtDA;-;-;2019-12-06/TGEsgtDA
3162;3162;2019-12-07;TGEgasDA;73.49;40200.00;2019-12-07/TGEgasDA
3163;3163;2019-12-07;TGEglwDA;-;-;2019-12-07/TGEglwDA
3164;3164;2019-12-07;TGEsgtDA;-;-;2019-12-07/TGEsgtDA
3165;3165;2019-12-08;TGEgasDA;69.29;25848.00;2019-12-08/TGEgasDA
3166;3166;2019-12-08;TGEglwDA;-;-;2019-12-08/TGEglwDA
3167;3167;2019-12-08;TGEsgtDA;-;-;2019-12-08/TGEsgtDA
3168;3168;2019-12-09;TGEgasDA;71.51;57528.00;2019-12-09/TGEgasDA
3169;3169;2019-12-09;TGEglwDA;-;-;2019-12-09/TGEglwDA
3170;3170;2019-12-09;TGEsgtDA;-;-;2019-12-09/TGEsgtDA
3171;3171;2019-12-10;TGEgasDA;71.20;69504.00;2019-12-10/TGEgasDA
3172;3172;2019-12-10;TGEglwDA;-;-;2019-12-10/TGEglwDA
3173;3173;2019-12-10;TGEsgtDA;-;-;2019-12-10/TGEsgtDA
3174;3174;2019-12-11;TGEgasDA;69.99;108576.00;2019-12-11/TGEgasDA
3175;3175;2019-12-11;TGEglwDA;-;-;2019-12-11/TGEglwDA
3176;3176;2019-12-11;TGEsgtDA;-;-;2019-12-11/TGEsgtDA
3177;3177;2019-12-12;TGEgasDA;70.97;107640.00;2019-12-12/TGEgasDA
3178;3178;2019-12-12;TGEglwDA;-;-;2019-12-12/TGEglwDA
3179;3179;2019-12-12;TGEsgtDA;-;-;2019-12-12/TGEsgtDA
3180;3180;2019-12-13;TGEgasDA;69.34;86112.00;2019-12-13/TGEgasDA
3181;3181;2019-12-13;TGEglwDA;-;-;2019-12-13/TGEglwDA
3182;3182;2019-12-13;TGEsgtDA;-;-;2019-12-13/TGEsgtDA
3183;3183;2019-12-14;TGEgasDA;69.07;37392.00;2019-12-14/TGEgasDA
3184;3184;2019-12-14;TGEglwDA;-;-;2019-12-14/TGEglwDA
3185;3185;2019-12-14;TGEsgtDA;-;-;2019-12-14/TGEsgtDA
3186;3186;2019-12-15;TGEgasDA;67.08;17160.00;2019-12-15/TGEgasDA
3187;3187;2019-12-15;TGEglwDA;-;-;2019-12-15/TGEglwDA
3188;3188;2019-12-15;TGEsgtDA;-;-;2019-12-15/TGEsgtDA
3189;3189;2019-12-16;TGEgasDA;68.63;70608.00;2019-12-16/TGEgasDA
3190;3190;2019-12-16;TGEglwDA;-;-;2019-12-16/TGEglwDA
3191;3191;2019-12-16;TGEsgtDA;-;-;2019-12-16/TGEsgtDA
3192;3192;2019-12-17;TGEgasDA;67.63;41688.00;2019-12-17/TGEgasDA
3193;3193;2019-12-17;TGEglwDA;-;-;2019-12-17/TGEglwDA
3194;3194;2019-12-17;TGEsgtDA;-;-;2019-12-17/TGEsgtDA
3195;3195;2019-12-18;TGEgasDA;66.91;43008.00;2019-12-18/TGEgasDA
3196;3196;2019-12-18;TGEglwDA;-;-;2019-12-18/TGEglwDA
3197;3197;2019-12-18;TGEsgtDA;-;-;2019-12-18/TGEsgtDA
3198;3198;2019-12-19;TGEgasDA;67.04;35304.00;2019-12-19/TGEgasDA
3199;3199;2019-12-19;TGEglwDA;-;-;2019-12-19/TGEglwDA
3200;3200;2019-12-19;TGEsgtDA;-;-;2019-12-19/TGEsgtDA
3201;3201;2019-12-20;TGEgasDA;66.00;35496.00;2019-12-20/TGEgasDA
3202;3202;2019-12-20;TGEglwDA;-;-;2019-12-20/TGEglwDA
3203;3203;2019-12-20;TGEsgtDA;-;-;2019-12-20/TGEsgtDA
3204;3204;2019-12-21;TGEgasDA;62.92;9864.00;2019-12-21/TGEgasDA
3205;3205;2019-12-21;TGEglwDA;-;-;2019-12-21/TGEglwDA
3206;3206;2019-12-21;TGEsgtDA;-;-;2019-12-21/TGEsgtDA
3207;3207;2019-12-22;TGEgasDA;59.90;7704.00;2019-12-22/TGEgasDA
3208;3208;2019-12-22;TGEglwDA;-;-;2019-12-22/TGEglwDA
3209;3209;2019-12-22;TGEsgtDA;-;-;2019-12-22/TGEsgtDA
3210;3210;2019-12-23;TGEgasDA;63.38;33384.00;2019-12-23/TGEgasDA
3211;3211;2019-12-23;TGEglwDA;-;-;2019-12-23/TGEglwDA
3212;3212;2019-12-23;TGEsgtDA;-;-;2019-12-23/TGEsgtDA
3213;3213;2019-12-24;TGEgasDA;59.85;20808.00;2019-12-24/TGEgasDA
3214;3214;2019-12-24;TGEglwDA;-;-;2019-12-24/TGEglwDA
3215;3215;2019-12-24;TGEsgtDA;-;-;2019-12-24/TGEsgtDA
3216;3216;2019-12-25;TGEgasDA;51.45;31728.00;2019-12-25/TGEgasDA
3217;3217;2019-12-25;TGEglwDA;-;-;2019-12-25/TGEglwDA
3218;3218;2019-12-25;TGEsgtDA;-;-;2019-12-25/TGEsgtDA
3219;3219;2019-12-26;TGEgasDA;52.72;22728.00;2019-12-26/TGEgasDA
3220;3220;2019-12-26;TGEglwDA;-;-;2019-12-26/TGEglwDA
3221;3221;2019-12-26;TGEsgtDA;-;-;2019-12-26/TGEsgtDA
3222;3222;2019-12-27;TGEgasDA;56.84;45336.00;2019-12-27/TGEgasDA
3223;3223;2019-12-27;TGEglwDA;-;-;2019-12-27/TGEglwDA
3224;3224;2019-12-27;TGEsgtDA;-;-;2019-12-27/TGEsgtDA
3225;3225;2019-12-28;TGEgasDA;62.10;9696.00;2019-12-28/TGEgasDA
